Name,Symptoms
Multiple system atrophy (MSA),"feeling dizzy and faint when standing up, erectile dysfunction (impotence), slow, clumsy or unsteady movement, slurred speech, stiff, tense muscles that may be painful, feeling too hot or too cold, trouble sleeping, noisy breathing, unintentional sighing and snoring, finding it difficult to chew or swallow, constipation (finding it hard to poo), unpredictable laughing or crying"
ADHD in children and young people,"being easily distracted, having high energy levels, fidgeting or tapping their hands and feet, talking noisily, finding it hard to wait their turn, or interrupting conversations, impulsive type some only show signs of one type"
Encephalitis,"like symptoms, such as a high temperature andheadache, confusion or disorientation, seizures or fits, changes in personality and behaviour, difficulty speaking, loss of consciousness"
Myelodysplastic Syndrome,"fatigue, frequent infections, easy bruising or bleeding"
Motor neurone disease (MND),"twitches, spasms or muscle cramps (where muscles painfully tighten), have problems breathing, swallowing and speaking, produce a lot of saliva (drool), have changes in your mood and personality, be unable to walk or move"
Pyoderma gangrenosum,"stiff joints, aching and painful muscles, a high temperature"
Pterygium,growth on the conjunctiva (white part of the eye)
Scoliosis,"a visibly curved spine, leaning to 1 side, uneven shoulders, 1 shoulder or hip sticking out, the ribs sticking out on 1 side, clothes not fitting well"
Thoracic Aortic Aneurysm,"chest or back pain, shortness of breath, hoarseness, difficulty swallowing"
Aphasia,"repeating, mixing up or missing out words, making up words or sounds, difficulty reading or writing"
Epidermolysis bullosa,"skin that blisters easily, blisters on the hands and soles of the feet, thickening of the skin and nails"
Hodgkin lymphoma,"night sweats, unintentional weight loss, a high temperature (fever), a persistentcoughor feeling ofbreathlessness, persistent itching of the skin all over the body, persistent tiredness or fatigue, an increased risk of infections"
Food Allergy,"rash, itching, swelling, difficulty breathing, gastrointestinal symptoms"
Marijuana Abuse,"impaired memory and cognition, altered judgment, anxiety"
Pemphigus,painful blisters on the skin and mucous membranes
Testicular Cancer,"lump or swelling in the testicles, pain or discomfort, changes in testicular size or shape"
Dysarthria (difficulty speaking),"difficulty moving your mouth, tongue or lips, slurred or slow speech"
Liver disease,"feeling very tired and weak all the time, loss of appetite  which may lead to weight loss, loss of sex drive (libido), yellow skin and whites of the eyes (jaundice), itchy skin, feeling or being sick"
Preeclampsia,"high blood pressure, proteinuria, swelling, headaches, visual disturbances"
Adenomyosis,"painful periods, heavy bleeding during your period, pelvic pain (pain in the lower part of your tummy), bloating, heaviness or fullness in your tummy (abdomen), pain during sex"
Craniosynostosis,"learning difficulties, sight or hearing loss, dental problems, such as missing or crowded teeth"
Myelodysplastic syndrome (MDS),"feeling tired or weak, feeling breathless when you do light exercise"
Low blood sugar (hypoglycaemia),"feeling hungry, feeling dizzy, feeling anxious or irritable, sweating, shaking, tingling lips, heart palpitations, feeling tired or weak, changes in your vision such as blurred vision, feeling confused"
Hemarthrosis,"joint swelling, pain, warmth, limited range of motion"
Dengue Fever,"high fever, severe headache, joint and muscle pain, rash, nausea or vomiting, bleeding tendencies"
Flu,"a sudden high temperature, an aching body, feeling tired or exhausted, a dry cough, a sore throat, a headache, difficulty sleeping, loss of appetite, diarrhoea or tummy pain, feeling sick and being sick"
Clostridium difficile (C. diff) infection,"diarrhoea, a high temperature, loss of appetite, feeling sick, a stomach ache"
Fracture of the Shoulder,"shoulder pain, swelling, limited range of motion"
Erythromelalgia,"burning pain, which often starts as itching, redness  this can look different on brown or black skin, warm or hot skin"
Mastoiditis,"pain, soreness or tenderness behind the ear, discharge from the ear, a high temperature, tiredness and irritability, headache, hearing lossin the affected ear"
Acute Bronchospasm,"wheezing, shortness of breath, chest tightness"
Conversion Disorder,"neurological symptoms that cannot be explained by a medical condition or injury, such as paralysis, blindness, seizures, or difficulty speaking"
Oral Leukoplakia,"white patches or plaques in the mouth, often on the tongue or inside of the cheeks, that cannot be scraped off"
Neonatal Jaundice,"yellowing of the skin and eyes, pale stools, dark urine"
Corneal Disorder,"blurred or hazy vision, eye pain or discomfort, redness or irritation of the eye, excessive tearing, sensitivity to light (photophobia), foreign body sensation, dryness or excessive tearing, corneal abrasions or ulcers, distorted or irregular corneal shape, vision loss"
Rotator Cuff Injury,"shoulder pain, weakness or loss of strength, limited range of motion, shoulder stiffness"
Psoriasis,"red, scaly patches on the skin, itching"
Astigmatism,"blurred vision, headaches"
Hemophilia,"excessive bleeding and bruising, prolonged bleeding from wounds or after dental work or surgery, spontaneous bleeding in joints or muscles"
Dyspraxia (developmental co ordination disorder) in adults,"your coordination, balance and movement, your daily living skills, such as dressing or preparing meals, your ability to write, type, draw and grasp small objects, how you function in social situations, how you deal with your emotions, time management, planning and personal organisation skills"
Myasthenia Gravis,"muscle weakness, fatigue, difficulty speaking"
Empyema,"a fever and night sweats, a lack of energy, difficulty breathing, weight loss, chest pain, a cough and coughing up mucus containing pus"
Addison's disease,"lack of energy or motivation (fatigue), muscle weakness, low mood, loss of appetite and unintentional weight loss, increased thirst"
Other Specified Feeding or Eating Disorder (OSFED),symptoms that do not meet the full criteria for a specific eating disorder
Atrial fibrillation,"an irregular heartbeat, where your pulse is not steady, a heartbeat faster than 100 beats per minute, feeling very tired, finding it harder to exercise, chest pain or tightness, up or when you're having tests for something else"
Atrial Fibrillation,"irregular or rapid heartbeat, palpitations, shortness of breath, chest pain or discomfort, dizziness or lightheadedness, fatigue"
Kidney Failure,"decreased urine output, fluid retention, fatigue, shortness of breath, nausea, confusion, chest pain, seizures"
Transient ischemic attack,sudden onset of neurological symptoms that resolve within 24 hours
Dislocation of the Elbow,"severe pain, visible deformity, swelling, inability to move the elbow, numbness or tingling in the hand/arm"
Pyloric stenosis,"persistent hunger, weight loss, dehydration, visible peristalsis, palpable mass, fussiness"
Leptospirosis (Weil's disease),"like symptoms but some people get seriously ill, high temperature, headache, body aches and pain, tummy ache, feeling sick or being sick, diarrhoea, redness in the white part of your eyes"
Ovarian Torsion,"sudden and severe abdominal or pelvic pain on one side, sharp or stabbing pain, nausea, vomiting, fever, rapid heartbeat, abdominal tenderness, bloating, swelling, pain during intercourse, abnormal bleeding or spotting"
Head and neck cancer,"a change in the voice, such as persistent hoarseness, difficulty or pain when swallowing, noisy breathing, shortness of breath, a persistentcough, a lump or swelling in your neck"
Alzheimer's disease,"confusion, disorientation and getting lost in familiar places, difficulty planning or making decisions, problems with speech and language, problems moving around without assistance or performing selfcare tasks, low mood or anxiety"
Pain after an Operation,"surgical site pain, discomfort, swelling"
Threadworms,"extreme itching around the anus or vagina, particularly at night, irritability and waking up during the night"
Peritonitis,"tummy pain, a very high temperature, or feeling hot and shivery"
Heart failure,"breathlessnessafter activity or at rest, feeling tired most of the time and finding exercise exhausting, feeling lightheaded or fainting, swollen ankles and legs"
Antiphospholipid syndrome (APS),"balance and mobility problems, vision problems, such asdouble vision, speech and memory problems, a tingling sensation orpins and needlesin your arms or legs, fatigue (extreme tiredness), repeatedheadachesormigraines"
Chronic Sinusitis,"facial pain or pressure, nasal congestion, thick nasal discharge, postnasal drip, cough, fatigue"
Polyhydramnios (too much amniotic fluid),"indigestion and heartburn, constipation, breathlessness, swollen feet and legs, urinary tract infections (utis)"
Vocal cord polyp,"hoarseness, vocal changes, vocal fatigue"
Volvulus,"abdominal pain, nausea, vomiting, bloating, constipation, bloody stool"
Hypocalcemia,"numbness or tingling in fingers or around the mouth, muscle cramps"
Bladder Disorder,"frequent urination, urgency, pelvic pain"
Tight foreskin (phimosis),"swelling and tenderness, pain when peeing or a weak flow of pee, blood in urine, frequenturinary tract infections (utis), painful erections, which can make having sex difficult"
Pneumonia,"cough, fever, chest pain, difficulty breathing"
Endometrial Cancer,"abnormal vaginal bleeding, pelvic pain or discomfort, changes in bowel or bladder habits"
Pigmentary Glaucoma,"blurred vision, halos around lights, eye pain"
Poisoning due to Analgesics,"nausea, vomiting, abdominal pain, liver or kidney damage, dizziness, confusion, respiratory distress"
Labyrinthitis,"vertigo, dizziness, nausea, hearing loss, ear pain"
Injury to the Finger,"pain, swelling, bruising, deformity, restricted range of motion, difficulty gripping or using the finger"
Earwax build up,"up include, hearing loss, earache or a feeling that your ears are blocked, ringing or buzzing in your ears (tinnitus), vertigo (feeling dizzy and sick)"
Influenza (Flu),"high fever, body aches, fatigue, cough, sore throat, congestion"
Diverticular disease and diverticulitis,"constipation, diarrhoea, blood in your poo, bloating, severe, constant tummy pain, high temperature, bleeding or passing slime (mucus) from your bottom"
Astigmatism,"blurred or distorted vision, eye strain, headaches, uneven curvature of cornea"
Hypospadias,"abnormal positioning of the urethral opening on the underside of the penis, penile curvature, spraying of urine, difficulty in urination"
Peyronie Disease,"curvature of the penis, pain during erections"
Chronic obstructive pulmonary disease (COPD),"shortness of breath, particularly when you're active, frequentchest infections, persistent wheezing, up or exacerbation"
Tension headaches,"pain on both sides of your head, face or neck"
Spondylosis,"neck or back pain, stiffness, limited range of motion, numbness or weakness in the extremities"
Chest infection,"a chestycough you may cough up green or yellow mucus, wheezing and shortness of breath, chest pain or discomfort, a high temperature, aheadache, aching muscles, tiredness"
Spleen problems and spleen removal,"a high temperature, a sore throat, a cough, a severe headache, a headache with drowsiness or a rash, abdominal pain, redness and swelling around the surgical wound"
Spina bifida,"weakness or totalparalysisof the legs, bowel incontinenceandurinary incontinence"
Abdominal Hernia,"visible bulge or swelling, discomfort or pain"
Common cold,"a blocked or runny nose, sneezing, a sore throat, a hoarse voice, a cough, feeling tired and unwell"
Behçet's disease,"genital and mouth ulcers, red, painful eyes and blurred vision, acnelike spots, headaches, painful, stiff and swollen joints, threatening problems, such as permanentvision lossandstrokes"
Discoid eczema,"the patches oozing a lot of fluid, a yellow crust developing over the patches, feeling sick, feeling hot or shivery, feeling unwell"
Rosacea,"dry skin, swelling, especially around the eyes, yelloworange patches on the skin"
Stroke,"sudden numbness or weakness of the face, arm, or leg (typically on one side of the body), confusion, trouble speaking or understanding, severe headache"
Temporal arteritis,"frequent, severe headaches, jaw pain while eating or talking, like symptoms, unintentional weight loss, depression and tiredness"
Adrenal Cancer,"abdominal or back pain, unexplained weight loss, hormonal imbalances"
Hirschsprung Disease,"chronic constipation, abdominal distension, failure to pass meconium (in newborns)"
Acromegaly,"swollen hands and feet, tiredness or difficulty sleeping, sleep apnoea, sweating, numbness and weakness in your hands, abnormal height growth in children and teenagers (gigantism), headaches, joint pain, thicker, more oily skin, a deeper voice, irregular periods, erection problems"
Gout,"intense joint pain, swelling, redness"
Ankylosing spondylitis,"back pain and stiffness, extreme tiredness (fatigue)"
Typhus,"a high temperature, headache, feeling sick or being sick, feeling generally unwell"
Hyperparathyroidism,"depression, tiredness, feeling thirsty and peeing a lot, feeling sick and losing your appetite, muscle weakness, constipation, tummy pain, loss of concentration, mild confusion"
Measles,"a high temperature, a runny or blocked nose, sneezing, a cough, red, sore, watery eyes"
Idiopathic Absence of Menstruation,lack of menstrual periods
Pituitary Adenoma,"headaches, vision problems (such as blurred vision or loss of peripheral vision), hormonal imbalances (such as excessive production or deficiency of specific hormones), fatigue, weight gain or loss, menstrual irregularities, infertility, erectile dysfunction, growth abnormalities in children, mood changes, cognitive impairments"
Tietze Syndrome,"chest pain, swelling and tenderness of the cartilage connecting the ribs to the breastbone"
Vulvodynia,"persistent pain or discomfort in the vulva, burning, stinging, rawness, itching"
Infected piercings,you feel hot or shivery or generally unwell
Malnutrition,"a lack of interest in eating and drinking, feeling tired all the time, feeling weak, getting ill often and taking a long time to recover"
Sjögren's syndrome,"dry eyes, adry mouth, aching muscles and joints, extreme tiredness, dry skin that may be itchy, a cough that does not go away, a quiet or hoarse voice, vaginal dryness, ups) and times when they're better (remission)"
Diphtheria,"a high temperature (fever), sore throat, swollen glands in your neck, difficulty breathing and swallowing, pusfilled blisters on your legs, feet and hands, large ulcers surrounded by red, sorelooking skin"
Hashimoto Thyroiditis,"fatigue, weight gain, constipation, dry skin, depression, muscle aches and stiffness, sensitivity to cold"
Complex Regional Pain Syndrome (CRPS),"intense burning pain, swelling, changes in skin temperature"
Fetal Alcohol Syndrome,"growth deficiencies, facial abnormalities, developmental delays, intellectual disability"
Sialolithiasis,"swelling, pain, tenderness, difficulty eating"
Diabetic ketoacidosis,"feeling thirsty, needing to pee more often, stomach pain, feeling sick or being sick, diarrhoea, breathing more deeply than usual, feeling tired, sleepy or confused, blurred vision"
Diabetes insipidus,"extremethirst(polydipsia), peeing a lot, even at night (polyuria)"
Endometriosis,"pelvic pain (during menstruation, intercourse, or bowel movements), heavy menstrual bleeding, infertility"
Drug Abuse (Barbiturates),"sedation, drowsiness, slurred speech, confusion, respiratory depression"
Hepatic Encephalopathy,"confusion, forgetfulness, personality changes, tremors"
Osteophyte (bone spur),rayfor another reason
Vulval cancer,"a persistent itch in the vulva, pain, soreness or tenderness in the vulva, a lump or wartlike growth on the vulva, bleeding from the vulva or bloodstainedvaginal dischargebetween periods, an open sore in the vulva, a burning pain when peeing, a mole on the vulva that changes shape or colour"
Ménière's disease,"feeling like you or everything around you is spinning (vertigo), losing your balance, ringing or buzzing sounds in 1 or both ears (tinnitus), hearing loss, feeling pressure, discomfort or pain deep inside your ear, feeling or being sick"
Prosopagnosia (face blindness),"recognising emotions on people's faces, recognising people's age and gender, recognising characters and following plots in tv programmes or films, recognising other things, such as cars or animals, finding your way around"
Developmental dysplasia of the hip,"1 leg seems to be longer than the other, 1 leg drags when they crawl, a limp or waddling walk"
Macular Degeneration,"blurred or distorted central vision, blind spots"
Myoclonus,"sudden, brief muscle contractions or jerks, often affecting the arms, legs, or face"
Type 1 diabetes,"peeing more than usual, feeling very thirsty, feeling very tired, losing weight quickly without trying to, blurred vision, cuts and wounds taking longer to heal, getting frequent infections, such as thrush"
Coagulation (Bleeding) Disorder,"easy bruising, prolonged bleeding after injury or surgery, excessive bleeding from minor cuts or abrasions, frequent nosebleeds, heavy menstrual bleeding"
Medically unexplained symptoms,"pains in the muscles or joints, back pain, headaches, tiredness, feeling faint, chest pain, heart palpitations, stomach problems, fits (seizures), breathlessness, weakness and paralysis, numbness and tingling"
Bone Spur of the Calcaneus,"heel pain, especially when walking or standing, tenderness, swelling, inflammation of the surrounding tissue"
Laryngeal (larynx) cancer,"a change in your voice, such as sounding hoarse, pain when swallowing ordifficulty swallowing, a lump or swelling in your neck, a longlastingcoughor breathlessness, a persistentsore throatorearache, a highpitched wheezing noise when you breathe, in severe cases, difficulty breathing"
Lyme disease,"a high temperature, or feeling hot and shivery, headache, muscle and joint pain, tiredness and loss of energy"
Retinal migraine,"a blind spot in your vision, feeling sick or being sick"
Congenital heart disease,"rapid heartbeat, rapid breathing, swelling of the legs, tummy or around the eyes, extreme tiredness and fatigue, a blue tinge to the skin or lips (cyanosis), tiredness and rapid breathing when a baby is feeding"
Retinoblastoma,"the eyes pointing in a different direction (squint), the coloured part of the eye (iris) changing colour, swelling around the eye, uncontrolled eye movements, vision problems, pain in 1 or both eyes"
Gastritis,"tummy pain, indigestion, feeling full and bloated, feeling sick (nausea), being sick (vomiting), not feeling as hungry as usual, burping and farting"
Thrush in men and women,"whitevaginal discharge(often like cottage cheese), which does not usually smell, itching and irritation around the vulva and vagina, soreness and stinging during sex or when you pee"
Homocystinuria,"vision problems, such as severeshortsightedness (myopia), weak bones (osteoporosis), bone and joint problems, a risk of developingblood clotsandstrokes"
Slapped cheek syndrome,"a high temperature, a runny nose and sore throat, a headache"
Autism,"challenges with social interaction, communication difficulties, restricted interests or repetitive behaviors"
Croup,"a hoarse voice, difficulty breathing, a high pitched, rasping sound when breathing in"
Priapism,"persistent, painful erection"
Root canal treatment,"pain when biting or chewing, a loose tooth"
West Nile Virus,"fever, headache, body aches, rash"
Dislocation of the Patella,"knee pain, swelling, inability to straighten the leg"
Gastroparesis,"nausea, vomiting, early satiety, bloating, abdominal pain, poor appetite"
Haemochromatosis,"feeling very tired all the time (fatigue), weight loss, weakness, joint pain, an inability to get or maintain an erection (erectile dysfunction), irregular periodsor stopped or missed periods, brain fog, mood swings,depressionandanxiety"
Polycystic Kidney Disease,"abdominal pain, high blood pressure, kidney cysts"
Polycythemia Vera,"increased red blood cell count, fatigue, headache, dizziness, itching, enlarged spleen"
Hyperopia,"difficulty seeing objects up close, blurred vision when focusing on near objects"
Pseudohypoparathyroidism,"hypocalcemia (low calcium levels), tetany (muscle spasms), short stature, rounded face"
Otosclerosis,"hearing loss (gradual and progressive), tinnitus (ringing in the ears), dizziness or balance problems"
Leukemia,"fatigue, pale skin, frequent infections, easy bleeding or bruising"
Chronic Otitis Media,"ear pain, hearing loss, recurrent ear infections"
Pubic lice,"itching, which is usually worse at night, small red or blue spots on your skin (lice bites), whiteyellow dots attached to your hair (lice eggs), dark red or brown spots in your underwear (lice poo), crusted or sticky eyelashes, if they're affected"
Pinworm Infection,"itching around the anus or vagina, restless sleep, irritability, anal or vaginal discharge, abdominal pain or discomfort, loss of appetite"
Binge Eating Disorder,recurrent episodes of binge eating without compensatory behaviors
Newborn jaundice,"dark, yellow urine (a newborn baby's urine should be colourless), palecoloured poo (it should be yellow or orange)"
Seborrheic Dermatitis,"red, itchy, and oily patches of skin, dandruff, flaky scalp"
Tourette's syndrome,"blinking, eye rolling, grimacing, shoulder shrugging, jerking of the head or limbs, jumping, twirling, touching objects and other people, grunting, throat clearing, whistling, coughing, tongue clicking, animal sounds, saying random words and phrases, repeating a sound, word or phrase, swearing, stress, anxiety, tiredness, attention deficit hyperactivity disorder (adhd), obsessive compulsive disorder (ocd), depression or anxiety"
Abscess,"swelling, pain, redness, fever, pus formation"
Chronic traumatic encephalopathy,"shorttermmemory loss, difficulties with planning and organisation, problems with movement"
Heat rash (prickly heat),"small, raised spots, an itchy, prickly feeling, mild swelling"
Temporomandibular Joint Disorder,"jaw pain or tenderness, clicking or popping sounds in the jaw joint, difficulty chewing or opening the mouth"
Protein Deficiency,"muscle wasting, fatigue, weakness, delayed wound healing, swelling of the limbs, hair loss, impaired immunity"
Polycystic ovary syndrome,"irregular periods orno periods at all, weight gain, thinning hair andhair lossfrom the head, oily skin oracne"
Dry Skin,"dry, flaky skin with itching"
Hepatitis,"muscle andjoint pain, a high temperature, feeling and being sick, feeling unusually tired all the time, a general sense of feeling unwell, loss of appetite, tummy pain, dark urine, pale, greycoloured poo, itchy skin, yellowing of the eyes and skin (jaundice)"
Drug Reaction,"rash, itching, swelling, fever, respiratory symptoms"
MRSA,"is painful and swollen, feels warm when you touch it, leaks pus or liquid, high temperature, difficulty breathing, chills, dizziness, confusion"
Scleroderma,"thickening of the skin, raynaud's phenomenon"
Sexually transmitted infections (STIs),"an unusual discharge from your vagina, penis or anus, pain when peeing, lumps or skin growths around your genitals or bottom (anus), a rash, unusual vaginal bleeding, itchy genitals or anus, blisters, sores or warts around your genitals or anus"
Diabetic Kidney Disease,"high blood pressure, increased need to urinate, swelling in the legs and ankles, fatigue, nausea, loss of appetite"
Pelvic organ prolapse,"a feeling of heaviness around your lower tummy and genitals, a dragging discomfort inside your vagina, discomfort or numbness during sex"
Underactive thyroid (hypothyroidism),"tiredness, weight gain, depression, being sensitive to the cold, dry skin and hair, muscle aches"
Lice,itching and visible presence of lice or nits (eggs) in the hair
Concussion,"headache, dizziness, nausea or vomiting, confusion, memory problems, sensitivity to light or noise, mood changes"
Legionnaires' disease,"a cough, shortness of breath, chest pain or discomfort, particularly when breathing or coughing, a high temperature, flulike symptoms"
Post herpetic neuralgia,"herpetic neuralgia may include, itchy skin, loss of feeling in your skin"
Prostate cancer,"an increased need to pee, straining while you pee, a feeling that your bladder has not fully emptied"
Hay fever,"sneezing and coughing, a runny or blocked nose, itchy, red or watery eyes, itchy throat, mouth, nose and ears, loss of smell, pain around the sides of your head and your forehead, headache, feeling tired"
Flat Feet,"foot pain or achiness, difficulty with foot and ankle movement, foot fatigue, swelling"
Intracranial Abscess,"headache, fever, neurological deficits"
Ethylene glycol poisoning-1,"nausea, vomiting, abdominal pain, general malaise, weakness, increased thirst, frequent urination"
Osteomyelitis,"swelling of the affected area, a feeling of warmth on the affected area, a limp (more common in children), a high temperature"
Ocular Hypertension,elevated intraocular pressure without optic nerve damage
Mononucleosis,"fatigue, sore throat, swollen lymph nodes"
Insect Bites,"red, swollen, itchy bumps"
Scarlet Fever,"sore throat, fever, rash (red, sandpaper-like), swollen glands"
Fracture of the Patella,"severe pain, swelling, bruising, difficulty straightening or bending the knee, deformity"
Pulmonic Valve Disease,"fatigue, shortness of breath, chest pain or discomfort, heart palpitations, fainting or lightheadedness, swollen legs or ankles"
Cold Sore,"small, painful blisters on the lips or around the mouth"
Gastroesophageal Reflux Disease (GERD),"heartburn, acid reflux, chest pain"
Osteoarthritis,"joint pain, stiffness, swelling"
Restless Leg Syndrome,"uncomfortable sensation in the legs, usually in the evening or at night, urge to move legs for relief"
Fracture of the Arm,"pain, swelling, deformity, limited mobility or difficulty moving the arm, bruising"
Mastoiditis,"ear pain (particularly behind the ear), swelling and redness of the ear or the area behind the ear, fever, headache, hearing loss or impaired hearing, drainage of fluid or pus from the ear, earache, irritability (in infants and young children), tenderness or pain when touching the area, mastoid bone protrusion or swelling"
Bronchitis,"chest pain when coughing, shortness of breath, a sore throat, a runny nose, a high temperature"
High blood pressure,"headaches, blurred vision, chest pain"
Chagas Disease,"fever, fatigue, body aches, heart and digestive problems"
Ear infections,"pain inside the ear (earache), a high temperature, difficulty hearing, discharge running out of the ear, a feeling of pressure or fullness inside the ear, itching and irritation in and around the ear, scaly skin in and around the ear"
Gestational Diabetes,high blood sugar levels during pregnancy
Angina,"make you feel sick, breathless, dizzy or sweaty"
Atelectasis,"difficulty breathing, rapid breathing, chest pain"
Electrocardiogram (ECG),"a heart attack, coronary heart disease, problems with how quickly or regularly your heart beats (arrhythmia)"
Panic Attack,"chest pain, shortness of breath, palpitations"
Chancroid,"painful ulcers or sores on the genital area, swollen lymph nodes in the groin"
Thyroid Disease,"fatigue, weight changes, mood swings, dry skin"
Hyperhidrosis,"excessive sweating (beyond what is necessary for temperature regulation), typically in specific areas (such as palms, soles, underarms), may interfere with daily activities"
Cataracts in adults,"blurred vision, difficulty seeing at night, difficulty reading and watching television, looking at 1 object but seeing 2 (double vision), seeing glowing rings (halos) around lights, colours look faded, especially blue"
Stimulant Use Disorder,"increased energy and alertness, euphoria, decreased appetite, increased heart rate and blood pressure, insomnia, restlessness, irritability, paranoia, psychosis (in severe cases)"
Herpetic whitlow (whitlow finger),"swelling and pain in your finger, blisters or sores on your finger, skin becoming red or darker than your usual skin tone, feeling generally unwell and having a high temperature"
Chalazion,"painful, red lump or swelling on the eyelid, usually on the upper eyelid, sensitivity to light, blurred vision (if the chalazion affects the line of sight), mild discomfort, tenderness, localized inflammation and swelling"
Insulin Overdose,"low blood sugar (hypoglycemia) symptoms (e.g., confusion, sweating)"
Vasculitis,"a rash, swollen glands in the neck, dry, cracked lips, red fingers or toes, red eyes"
Acute Pancreatitis,"severe upper abdominal pain, nausea, vomiting, fever, rapid pulse, swollen and tender abdomen, jaundice"
Ependymoma,"headaches, nausea, seizures, changes in coordination or balance"
Genital herpes,"tingling, burning or itching around your genitals, pain when you pee, discharge that is not usual for you"
Tonsillitis,"a sore throat, problems swallowing, a high temperature, coughing, a headache, feeling and being sick, earache, feeling tired"
Repetitive strain injury (RSI),"pain, which may feel like burning, aching or throbbing, stiffness and weakness, tingling, pinsandneedles or numbness, muscle cramps, swelling"
Pharyngitis,"sore throat, difficulty swallowing, swollen lymph nodes"
Guillain Barré syndrome,"problems breathing, problems with your eyes, such as double vision"
Achalasia,"bringing back up undigested food, choking and coughing fits, heartburn, chest pain, repeatedchest infections, drooling of vomit or saliva, gradual but significantweight loss"
Bipolar Disorder,"mood swings, manic episodes, depressive episodes"
Syphilis,"primary stage: painless sores (chancre) at the site of infection, secondary stage: skin rash, fever, swollen lymph nodes, sore throat, latent stage: no symptoms, tertiary stage: severe complications affecting the heart, brain, and other organs"
Colonic Polyp,"most colonic polyps do not cause symptoms. some larger polyps or certain types may cause rectal bleeding or changes in bowel habits, such as diarrhea or constipation."
Congenital rubella,"developmental delays, intellectual disability, hearing loss, vision problems, heart defects, liver or spleen enlargement, rash at birth"
Stenosis of the Tear Duct,"excessive tearing, eye discharge, recurrent eye infections"
Lymphoma,"swollen lymph nodes, unexplained weight loss, fatigue"
Cavernoma,"bleeding (haemorrhage), fits (seizures), headaches, weakness, numbness, tiredness,memory problemsand difficulty concentrating, a type ofstrokecalled a haemorrhagic stroke, lasting problems"
Omphalitis,"redness, swelling, discharge, foul odor around the umbilical area"
Idiopathic Nonmenstrual Bleeding,"abnormal vaginal bleeding outside of the menstrual period, unpredictable bleeding episodes, bleeding after sexual intercourse, bleeding after menopause, spotting or light bleeding between periods, prolonged or heavy bleeding"
Scarlet fever,"drinking cool fluids, eating soft foods if you have a sore throat, using calamine lotion orantihistaminetablets to ease itching"
Secondary Glaucoma,varies depending on the underlying cause
Atherosclerosis,"chest pain, pain in your arms and legs, especially when exercising, feeling short of breath, feeling tired all the time, feeling weak, feeling confused"
Anal fistula,"skin irritation around the anus, smelly discharge from near your anus, passing pus or blood when you poo, difficulty controlling bowel movements (bowel incontinence) in some cases"
Gallstones,"persistent pain, yellowing of the skin and eyes (jaundice), a high temperature"
Cystitis,"pain, burning or stinging when you pee, needing to pee more often and urgently than usual, pee that's dark, cloudy or strong smelling, pain low down in your tummy"
Lazy eye,"shutting 1 eye or squinting when looking at things, eyes pointing in different directions (asquint), tilting your head when looking at something, having tired eyes and rubbing your eyes a lot, headaches, difficulty catching or throwing, tripping or falling over a lot, blinking a lot"
Vaginal Cyst,"small lump or swelling in the vaginal wall, discomfort or pain during intercourse"
Heart valve disease,"shortness of breath, feeling tired or weak, feeling dizzy, swollen ankles and feet, chest painor discomfort"
Submandibular stones,"swelling, pain, dry mouth, bad taste"
Postural tachycardia syndrome (PoTS),"dizziness or lightheadedness, noticeable heartbeats (heart palpitations), chest pain, shortness of breath, shaking and sweating, fainting or nearly fainting"
Long QT syndrome,"fainting, a seizure or fit"
Sore throat,"a painful throat, especially when swallowing, a dry, scratchy throat, redness in the back of your mouth, bad breath, a mild cough, swollen neck glands"
Stress Incontinence,unintentional urine leakage during physical activity
Q fever,"a high temperature, aching muscles, tiredness, feeling sick, a sore throat, swollen glands"
Esophageal Cancer,"difficulty swallowing, unintentional weight loss, chest pain, hoarseness"
Open-Angle Glaucoma,"gradual loss of peripheral vision, tunnel vision"
Dehydration,"feeling thirsty, dark yellow, strongsmelling pee, peeing less often than usual, feeling dizzy or lightheaded, feeling tired, a dry mouth, lips and tongue, sunken eyes"
Blepharitis,"sore eyelids, itchy eyes, a gritty feeling in the eyes, flakes or crusts around the roots of the eyelashes, eyelids sticking together in the morning when you wake up"
Cryptorchidism,"absence or undescended testicle(s), empty scrotum, smaller or underdeveloped testicle(s), inguinal hernia, abnormal positioning of the testicle(s) (higher in the groin area)"
Antimicrobial Drugs Poisoning,"nausea, vomiting, diarrhea, neurological symptoms"
Crohn's disease,"diarrhoea, stomach aches and cramps, blood in your poo, tiredness (fatigue), weight loss, up"
Sciatica,"lower back pain, leg pain, numbness or tingling"
Complex Regional Pain Syndrome (CRPS),"severe and persistent pain, changes in skin color or temperature, swelling, stiffness"
Low blood pressure (hypotension),"lightheadedness or dizziness, feeling sick, blurred vision, generally feeling weak, confusion, fainting"
Acute pancreatitis,"feeling or being sick, a high temperature of 38c or more (fever)"
Dyslexia,"read and write very slowly, confuse the order of letters in words, have poor or inconsistent spelling, find it hard to carry out a sequence of directions, struggle with planning and organisation"
Heart rhythm problems (arrhythmia),"short of breath, lightheaded, dizzy or like you might faint, tired, chest pain or discomfort"
Wharton's duct stones,"swelling, pain, dry mouth, bad taste"
Prader Willi syndrome,"willi syndrome include, restricted growth(children are much shorter than average), floppiness caused by weak muscles (hypotonia), learning difficulties, lack of sexual development, behavioural challenges, such as emotional outbursts and physical aggression, willi syndrome"
